Date,Country,City,Killed,Injured,Description
2019-06-12,Iraq,Bashik,1,0.0,A farmer loses his life after Islamic State activists set fire to his field.
2019-06-12,Nigeria,Kareto,20,0.0,A local Islamist group claims an attack that killed twenty local security personnel.
2019-06-12,Iraq,Shirqat,1,0.0,ISIS gunmen take down a civilian from a passing car.
2019-06-12,Syria,Tafas,1,0.0,Mujahideen gunmen pick off a civilian.
2019-06-12,Saudi Arabia,Abha,0,26.0,Women and children are among the casualties when Ansar Allah sends a rocket into an airport at a resort.
2019-06-12,Pakistan,Manzerkhel Berzai,1,2.0,Muslim radicals kill one person with a roadside bomb.
2019-06-12,Afghanistan,Kala Tak,1,0.0,A moderate cleric is silenced by an armed rival outside his mosque.
2019-06-12,India,Anantnag,6,2.0,Six local cops are ambushed and killed in a suicide attack by Al-Umar Mujahideen.
2019-06-13,Afghanistan,Jalalabad,11,13.0,At least one child is among eleven innocents exterminated by a Shahid suicide bomber.
2019-06-14,Afghanistan,Shah Walikot,1,5.0,"Fundamentalists attach a bomb to a police vehicle, killing one occupant."
2019-06-15,Nigeria,Tcholori,2,0.0,An attack on a Red Cross vehicle leaves two dead.
2019-06-15,Somalia,Mogadishu,11,25.0,A suicide car bomber sends eleven bystanders to Allah.
2019-06-15,Thailand,Narathiwat,2,0.0,An elderly Buddhist couple are shot to death while walking home from their work at a restaurant.
2019-06-15,Nigeria,Gubio,13,0.0,Thirteen residents are slaughtered when Boko Haram raid two villages.
2019-06-15,Kenya,Konton,12,1.0,al-Shabaab militants murder a dozen border guards with an IED and subsequent shooting.
2019-06-15,Syria,Raqqa,200,0.0,"A mass grave is discovered, containing two-hundred victims of Islamic State execution - some in shackles."
2019-06-16,Syria,Kafr Naseh,1,0.0,A civilian is aerated by Sunni shrapnel.
2019-06-16,Nigeria,Maiduguri,30,42.0,Three suicide bombers murder thirty innocents at a tea shop and film center.
2019-06-16,Mali,Sokolo,2,0.0,Jihadists are suspected of killing two people with an IED.
2019-06-16,Syria,Wadehi,12,15.0,"Sunni ""rebels"" send rockets into a wedding party, killing a dozen, including children."
2019-06-17,Mali,Gangafani,38,0.0,"Militant Muslim slaughter forty villagers, some of whom are disemboweled."
2019-06-17,Nigeria,Monguno,18,6.0,Boko Haram kill eighteen personnel in a brutal attack on a security base.
2019-06-17,Nigeria,Ungwan Rimi Kamuru,4,0.0,Three children are among four Christians slain by well-armed Muslims.
2019-06-17,Nigeria,Nakai Danwal,6,0.0,Six Christians are shot to death and their houses set on fire.
2019-06-17,India,Arihal,2,6.0,A late-night terrorist bomb blast claims two lives.
2019-06-17,Syria,Qamishli,1,2.0,A suicide bomber takes out a civilian at a traffic circle.
2019-06-17,Pakistan,Islamabad,1,0.0,A blogger who questioned traditional Islam is knifed to death.
2019-06-17,Afghanistan,Mamand Bagh,1,1.0,Fundamentalists blow the legs off a woman and vaporize her 10-year-old daughter.
2019-06-17,Nigeria,Kangbro,3,0.0,Muslim militants murder three villagers and burn two churches.
2019-06-18,Cameroon,Grossi,2,0.0,Islamists murder a Christian woman and a teenager.
2019-06-18,Niger,Niamey,2,2.0,Sharia advocates ambush and kill two local cops.
2019-06-19,Burkina Faso,Belehede,17,0.0,Seventeen villagers are put down by Jihadists.
2019-06-20,Afghanistan,Barmal,4,0.0,Four people are shot to death by the Taliban.
2019-06-20,Syria,Raqqa,3,0.0,Three women are discovered after having been stoned to death.
2019-06-20,Syria,Afrin,1,0.0,A civilian is leveled by a Shahid suicide bomber.
2019-06-20,Afghanistan,Jalalabad,2,16.0,"Jihadis plant a bomb in a Toyota, killing two bystanders."
2019-06-21,Iraq,Mosul,1,3.0,A bomb planted by ISIS near a cemetery claims the life of a little girl.
2019-06-21,Chad,Mbomouga,11,6.0,"Boko Haram stage a cross-border attack, killing eleven security personnel."
2019-06-21,Iraq,Baghdad,7,20.0,A suicide blast at a Shiite mosque during Friday prayers scatters body parts.
2019-06-21,Iraq,Salahudin,2,2.0,"A bomb strikes a group of Shiites, killing two."
2019-06-21,Yemen,Hadramawt,3,4.0,"al-Qaeda gunmen pump automatic weapons fire into a checkpoint, killing three."
2019-06-21,Syria,Tellat al-Ansar,1,0.0,A civilian wanders into an ISIS booby-trap.
2019-06-21,Iraq,Adhba,29,0.0,"A mass grave is discovered, containing twenty-nine victims of Islamic State execution."
2019-06-22,Egypt,Arish,4,5.0,"Terrorists attack an airport, killing four construction workers."
2019-06-22,Afghanistan,Guzara,4,1.0,"Taliban fundamentalists attack a checkpoint, killing four local cops."
2019-06-22,Burkina Faso,Sagho,13,0.0,"Jihadists invade a village, set fire to homes and leave thirteen dead."
2019-06-22,Iraq,Muqdadiya,1,0.0,Terrorists open fire on a farmer in his field.
2019-06-22,Burkina Faso,Toekodogo,2,0.0,Two villagers are murdered by Islamic terrorists.
2019-06-23,Afghanistan,Khastak,5,0.0,A family of five is gunned down in cold blood by the Taliban.
2019-06-23,Saudi Arabia,Abha,1,7.0,"Ansar Allah attack a civilian airport with a drone, killing a tourist."
2019-06-23,Iraq,Tufaha,2,0.0,The son of a mukhtar is among two people shot to death by Islamists.
2019-06-23,Chechnya,Grozny,0,2.0,A Jihadi stabs two people.
2019-06-24,Nigeria,Guzamala,9,0.0,A brutal attack by Islamic extremists on a village leaves nine dead.
2019-06-24,Nigeria,Ngamngam,20,0.0,Boko Haram slaughter twenty farmers on their way to work in the fields.
2019-06-24,Iraq,Wardiya,3,0.0,Three civilians are smoked by ISIS gunmen.
2019-06-24,Burkina Faso,Arbinda,2,0.0,Two guards for a food and water convoy are shot to death by Muslim terrorists.
2019-06-24,Nigeria,Mafa,1,3.0,Boko Haram Islamists murder a village guard.
2019-06-25,Pakistan,Lyari,2,0.0,A young couple is honor-killed by family for marrying by choice.
2019-06-25,Iraq,Habat,4,0.0,Four Iraqis are laid out by Islamic State bombers.
2019-06-25,Pakistan,Nowshera,2,4.0,"Religious radicals fire on a car, killing two occupants."
2019-06-25,Nigeria,Koton-Karfe,7,0.0,"Miyetti Allah sympathists pour machine-gun fire into a village, killing seven residents."
2019-06-25,Afghanistan,Golran,8,16.0,Coordinated Taliban attacks on a district center claim eight lives.
2019-06-25,Afghanistan,Pul-e-Alam,2,0.0,Two local engineers are butchered by the Taliban.
2019-06-26,Tanzania,Itole,11,6.0,Eleven civilians are massacred by Ahlu Sunnah Wa-Jama.
2019-06-26,Egypt,Arish,7,0.0,A suicide attack on a group of police leaves seven dead.
2019-06-26,Pakistan,Loralai,1,1.0,"Suicide bombers storm a police station, but manage to kill only one other person."
2019-06-26,Afghanistan,Qadir Shah,2,0.0,Two people are brought down by Taliban shrapnel.
2019-06-26,Syria,Tabqa,3,0.0,Three people along a city street are aerated by Islamic State shrapnel.
2019-06-26,Syria,Karnaz,1,0.0,"Sunni militants send a missile into a residential area, tearing a small girl to shreds."
2019-06-26,Iraq,Rashad,5,0.0,Islamic State bombers turn five Iraqis into pulp.
2019-06-27,Burkina Faso,Bani,4,0.0,Four Christians are executed in cold blood for wearing crosses.
2019-06-27,Iraq,Kirkuk,1,24.0,"Terrorists hit a passenger bus with a bomb blast, killing a commuter."
2019-06-27,Iraq,Khazrajiyah,2,4.0,A woman and her daughter lose their lives when ISIS militants fire into a home.
2019-06-27,Tunisia,Tunis,1,8.0,Suicide bombers kill a guard outside the French embassy.
2019-06-28,Afghanistan,Arakosh,25,2.0,Twenty-five civilians are murdered by the Taliban
2019-06-28,Somalia,Toratorow,1,0.0,A 75-year-old man is paraded and executed for violating Islamic rules on marriage.
2019-06-28,Afghanistan,Daikundi,8,16.0,Armed fundamentalists attack a checkpoint and kill eight local security personnel.
2019-06-28,Afghanistan,Samangan,4,14.0,A blast at a rival mosque is among a series of Taliban attacks that leave four dead.
2019-06-28,Philippines,Jolo,5,12.0,A woman is among five killed when an Abu Sayyaf suicide bomber self-detonates.
2019-06-28,Iraq,Abbasi,2,1.0,Jihadis kill two civilians and badly injure a child.
2019-06-29,Pakistan,Nowshera,1,0.0,A transgender is honor-killed and dumped in a river by a family member.
2019-06-29,Nigeria,Gamurai,4,0.0,Boko Haram kill four innocents during a raid on a village.
2019-06-29,Afghanistan,Ahmadabad,18,17.0,"The Taliban attack a dam, killing eighteen guards."
2019-06-29,Afghanistan,Balablok,8,10.0,"Fundamentalists fire on a police post, killing eight members."
2019-06-29,Iraq,Jalawa,1,3.0,A farmer is harvested in his field by Mujahid bombers.
2019-06-29,Afghanistan,Takhta Pol,16,4.0,Sixteen Afghans lose their lives to Islamic terrorists near an airport.
2019-06-29,Afghanistan,Nahreen,26,8.0,Over two-dozen Afghans are killed in a series of attacks by a group fighting for a Sharia state.
2019-06-30,Afghanistan,Maruf,19,27.0,Eight election workers are among nineteen blown to bits by four Fedayeen suicide car bombers.
2019-06-30,Mali,Yoro,12,0.0,A baby is among a dozen vaporized by an Islamist landmine.
2019-07-01,Niger,Inates,18,4.0,"Suicide bombers attack a local security camp, killing at least eighteen."
2019-07-01,Afghanistan,Kabul,6,116.0,Dozens of schoolchildren are among the casualties of a suicide blast and ground attack.
2019-07-01,Chechnya,Bamut,1,0.0,A Muslim terrorist kills a police officer.
2019-07-01,Pakistan,Multan,9,0.0,Four children are among a family of nine-honor killed.
2019-07-02,Saudi Arabia,Adha,0,9.0,Shiite militia send a rocket into an airport.
2019-07-02,Philippines,Cotabo City,1,0.0,An Islamic is suspected of assassinating an off-duty soldier.
2019-07-03,Syria,Sweida,4,6.0,"A booby-trapped motorcycle goes off in a city street, killing four bystanders."
2019-07-03,Thailand,Yala,2,3.0,Militant Muslims kill two locals with a bomb and shooting attack.
2019-07-03,Syria,Qalaat al-Madiq,2,0.0,Two civilians are killed by Al-Jabhat al-Wataniya lil-Tahrir shells.
2019-07-03,Mozambique,Lidjungo,7,3.0,Two children are among seven villagers murdered by Islamic extremists.
2019-07-03,Yemen,Hodeida,10,8.0,Violence by Ansar Allah leaves ten dead.
2019-07-03,Somalia,Hagar,4,0.0,Four people are shot in the back of the head by al-Shabaab.
2019-07-03,Tunisia,Tunis,1,0.0,A bystander dies as a result of a suicide bombing the week before.
2019-07-03,Iraq,Wajihiya,1,0.0,A market worker succumbs to splinter injuries following a grenade attack.
2019-07-04,Syria,Jobar,1,3.0,An IED left by a Sunni group kills one civilian.
2019-07-04,Nigeria,Damboa,5,20.0,A Boko Haram attack on a small village leaves at least five dead.
2019-07-04,Somalia,Salagle,6,0.0,A half-dozen people are executed by a Sharia court.
2019-07-05,Afghanistan,Ghazni,2,20.0,"A Shiite mosque is bombed by the Islamic State, producing two dead worshippers."
2019-07-05,Afghanistan,Khwaja Shabz Posh,14,39.0,"A fundamentalist group sends shells into a local market, killing fourteen patrons."
2019-07-05,Turkey,Reyhanh,3,0.0,A car-bomb kills three people.
2019-07-05,Iraq,Fallujah,5,10.0,Islamic State gunmen smoke five Iraqis.
2019-07-06,Syria,Raqqa,6,0.0,Six victims of ISIS execution are discovered in a mass grave.
2019-07-06,Iraq,Fallujah,2,1.0,Two Iraqis are murdered by Islamic State radicals.
2019-07-06,Somalia,Buale,1,0.0,Islamists execute a man for sorcery.
2019-07-06,Somalia,Kurtunwarey,3,0.0,An al-Shabaab firing squad dispatches three captives.
2019-07-07,Syria,Abu Hammam,2,3.0,A Shahid suicide bomber blows up two civilians.
2019-07-07,Somalia,Jamame,4,0.0,A woman is among four executed by a Sharia court.
2019-07-07,Iraq,Babel,4,1.0,Four Iraqis are picked off by Mujahid bombers.
2019-07-07,Thailand,Yala,2,1.0,Muslim 'insurgents' shoot two villagers to death.
2019-07-07,Iraq,Mkheisa,1,2.0,A civilian is brought down by Islamic State bullets.
2019-07-07,Afghanistan,Ghazni,14,180.0,A child is among fourteen killed when a suicide car bomber goes off near a school.
2019-07-08,Somalia,Mogadishu,2,18.0,Two people are killed when a Fedayeen suicide car bomb goes off.
2019-07-08,Somalia,Jamame,1,0.0,A teen is stoned to death for adultery.
2019-07-08,Afghanistan,Pul-e-Khurmi,4,8.0,Four Afghans are murdered by the Taliban.
2019-07-08,Afghanistan,Sahib,20,7.0,An attack by religious radicals leaves twenty dead.
2019-07-08,Syria,Yaqoubiyeh,1,0.0,A 60-year-old Christian is raped and then stoned to death by Jabhat al-Nusra.
2019-07-08,Somalia,Mogadishu,5,4.0,Three civilians are among five killed when al-Shabaab open fire on a crowded street.
2019-07-09,Iraq,Shirqat,1,0.0,A civilian lining up for drinking water is aerated by ISIS shrapnel.
2019-07-09,Syria,Qarzheil,1,0.0,A Sunni explosive kills a civilian bystander.
2019-07-09,Pakistan,Pehalwan Goth,2,1.0,"Islamic militants send bullets into a tea shop, killing two patrons."
2019-07-09,Syria,Jabal al-Zawiyah,3,6.0,"A Sunni group sends shells into a small town, killing three residents."
2019-07-09,Iraq,Shirqat,2,4.0,First responders to the site of an early blast are killed in a targeted mortar attack.
2019-07-10,Pakistan,Faisalabad,1,0.0,A young Christian nurse is killed for refusing to convert to Islam.
2019-07-10,Syria,Suqaylabiyah,2,2.0,An al-Nusra rocket claims two civilians.
2019-07-10,Syria,Latakia,3,0.0,"Sunni militants sent shells into a village, killing three residents."
2019-07-10,Iraq,Domiz,2,1.0,The Islamic State is suspected of a bomb blast that leaves two dead.
2019-07-10,Syria,Dablan,7,0.0,Seven civilians are neatly dispatched by ISIS explosives.
2019-07-11,Syria,Qamishli,0,11.0,A suicide bomber detonates outside a church.
2019-07-11,Afghanistan,Kabul,1,0.0,Taliban bombers kill a local man.
2019-07-11,Iraq,Qirun,18,0.0,Eighteen victims of ISIS genocide are discovered in a mass grave.
2019-07-11,Libya,Benghazi,5,11.0,Car bombs targeting a funeral leave five dead.
2019-07-12,Afghanistan,Pachiragam,9,12.0,"A child suicide bomber is sent into a wedding, obliterating nine guests."
2019-07-12,Afghanistan,Paktia,1,0.0,A journalist is abducted and killed by suspected Haqqani.
2019-07-12,Somalia,Kismayo,26,56.0,A suicide bomb blast followed by a Fedayeen assault on a hotel leaves two dozen dead.
2019-07-12,Nigeria,Ondo,1,0.0,A young woman is shot to death by Fulani mercenaries.
2019-07-13,DRC,Mukilia,2,0.0,Suspected ADF kill two medical workers.
2019-07-13,Afghanistan,Qala-e-Naw,3,10.0,Religious radicals attack a hotel and kill three guards.
2019-07-13,Afghanistan,Jalalabad,1,2.0,One Afghan is blown to shreds by Taliban shrapnel.
2019-07-13,Afghanistan,Gozargah-e-Noor,5,2.0,Five local cops are brutally murdered by the Taliban while on patrol.
2019-07-14,Pakistan,Essa Nagri,1,0.0,A 10-year-old Christian boy is tortured and murdered by his Muslim employer.
2019-07-14,Nigeria,Kankara,6,0.0,"Gunmen pump automatic weapons fire into three villages, while yelling praises to Allah."
2019-07-14,Nigeria,Tafigana,2,0.0,A father and son are beheaded by Miyetti Allah vigilantes.
2019-07-14,Syria,Aleppo,6,8.0,Rockets fired by Jihadists take out a half-dozen civilians.
2019-07-15,Nigeria,Borno,1,0.0,A 16-year-old girl is kidnapped and then killed when she refuses to renounce her faith.
2019-07-15,Afghanistan,Khakrez,9,34.0,Terrorists take down nine civilians.
2019-07-15,Afghanistan,Khanabad,2,0.0,Two children are vaporized by fundamentalist bombers.
2019-07-15,Afghanistan,Kapisa,2,0.0,Two shopkeepers are murdered in cold blood by the Taliban.
2019-07-15,Nigeria,Ancha,1,0.0,A woman is murdered by Muslim militants.
2019-07-15,Iraq,Baghdad,5,14.0,"Two suicide bombers target a rival mosque, killing five worshippers."
2019-07-16,Afghanistan,Khakrez,13,34.0,Seven children are among thirteen Sufi pilgrims sent straight to Allah by Sunni bombers.
2019-07-16,Iraq,Ahmad al-Danuk,2,0.0,Two civilians are dragged out of their homes and shot by ISIS.
2019-07-17,Egypt,al-Arish,4,5.0,Four construction workers are murdered by Islamic extremists while working on an airport fence.
2019-07-17,Afghanistan,Qarabagh,1,0.0,A Fedayeen suicide attack kills one other person.
2019-07-17,Nigeria,Jakana,6,0.0,Six local security personnel are slaughtered by Boko Haram gunmen.
2019-07-17,Egypt,Bir al-Abd,4,0.0,Four men are kidnapped and beheaded by Religion of Peace activists.
2019-07-17,Nigeria,Muna Dalti,6,0.0,Islamists ride into a community on motorbikes and shoot six farmers to death.
2019-07-18,India,Fasla,1,1.0,A Hindu man is lynched by a Muslim mob.
2019-07-18,Nigeria,Kennari,1,6.0,"Terrorists ambush a convoy of aid workers, killing one."
2019-07-18,Afghanistan,Kandahar,12,90.0,A Taliban suicide blast followed by automatic weapons fire leaves a dozen dead.
2019-07-18,Syria,Deir-ezzor,3,0.0,Three civilians succumb to Sunni shrapnel.
2019-07-18,Egypt,Sheikh Zuweid,2,3.0,A Shahid suicide bomb claims two other lives.
2019-07-19,Yemen,Abyan,5,0.0,"al-Qaeda members pump RPGs into a checkpoint, killing five young recruits."
